frame_num,track_id,x1,y1,x2,y2,class_id,confidence
386,21,566.0,68.0,1911.0,1018.0,0,0.6181255578994751
387,21,537.0,67.0,1912.0,1032.0,0,0.46374207735061646
388,21,249.0,41.0,1839.0,1049.0,0,0.5454865097999573
389,21,380.0,45.0,1914.0,1037.0,0,0.6169328689575195
402,24,780.0,654.0,1042.0,940.0,0,0.354647159576416
419,26,787.0,393.0,1902.0,940.0,0,0.6546598672866821
420,26,793.0,399.0,1904.0,942.0,0,0.7186453342437744
421,26,799.0,405.0,1906.0,946.0,0,0.747572660446167
422,26,806.0,406.0,1911.0,950.0,0,0.7252727150917053
423,26,814.0,407.0,1913.0,950.0,0,0.739331066608429
424,26,803.0,415.0,1912.0,967.0,0,0.678381085395813
425,26,801.0,416.0,1915.0,974.0,0,0.6483503580093384
426,26,798.0,411.0,1915.0,973.0,0,0.6319902539253235
427,26,803.0,405.0,1917.0,970.0,0,0.5968421697616577
428,26,809.0,399.0,1920.0,966.0,0,0.6206681728363037
429,26,820.0,399.0,1923.0,964.0,0,0.5777077674865723
430,26,816.0,401.0,1920.0,966.0,0,0.7031098008155823
431,26,812.0,403.0,1918.0,968.0,0,0.7415810227394104
432,26,815.0,402.0,1919.0,969.0,0,0.7059765458106995
433,26,810.0,401.0,1918.0,968.0,0,0.6675710678100586
434,26,810.0,402.0,1918.0,967.0,0,0.656649112701416
435,26,811.0,407.0,1918.0,967.0,0,0.648480236530304
436,26,824.0,411.0,1923.0,971.0,0,0.7007058262825012
437,26,823.0,418.0,1920.0,979.0,0,0.7089205384254456
438,26,821.0,429.0,1918.0,987.0,0,0.6886373162269592
439,26,818.0,434.0,1916.0,988.0,0,0.7018430233001709
440,26,818.0,435.0,1916.0,989.0,0,0.7111952304840088
441,26,815.0,442.0,1915.0,995.0,0,0.7618804574012756
442,26,817.0,451.0,1917.0,1000.0,0,0.7543942928314209
443,26,839.0,447.0,1926.0,997.0,0,0.6748996376991272
444,26,864.0,445.0,1933.0,994.0,0,0.5001534223556519
445,26,866.0,456.0,1928.0,992.0,0,0.6160447597503662
446,26,878.0,471.0,1928.0,977.0,0,0.6012261509895325
447,26,881.0,469.0,1924.0,955.0,0,0.5456635355949402
448,26,877.0,463.0,1919.0,954.0,0,0.37696176767349243
449,26,876.0,411.0,1920.0,923.0,0,0.44895902276039124
450,26,861.0,351.0,1920.0,899.0,0,0.5443170070648193
451,26,850.0,257.0,1920.0,863.0,0,0.6337267756462097
452,26,1046.0,98.0,1971.0,688.0,0,0.6241752505302429
463,27,1029.0,46.0,1404.0,495.0,0,0.2881714105606079
464,27,1026.0,51.0,1398.0,511.0,0,0.29628825187683105
467,29,1053.0,44.0,1261.0,542.0,0,0.4723329246044159
468,29,1056.0,44.0,1264.0,553.0,0,0.38743385672569275
469,29,1057.0,47.0,1256.0,553.0,0,0.37615329027175903
470,29,1063.0,46.0,1249.0,535.0,0,0.4971767067909241
492,30,14.0,5.0,1819.0,1028.0,0,0.3797370493412018
493,30,19.0,5.0,1812.0,1026.0,0,0.37130850553512573
494,30,20.0,4.0,1807.0,1026.0,0,0.34405046701431274
495,30,27.0,4.0,1812.0,1027.0,0,0.26646608114242554
576,31,519.0,280.0,801.0,611.0,0,0.7757763862609863
577,31,521.0,257.0,800.0,572.0,0,0.7496075630187988
578,31,528.0,246.0,807.0,549.0,0,0.7295340895652771
579,31,543.0,243.0,818.0,538.0,0,0.7621824741363525
580,31,550.0,241.0,831.0,540.0,0,0.7638551592826843
581,31,550.0,235.0,834.0,531.0,0,0.7393413782119751
582,31,552.0,229.0,840.0,526.0,0,0.7447812557220459
583,31,558.0,227.0,848.0,523.0,0,0.7623266577720642
584,31,563.0,226.0,852.0,522.0,0,0.7594195604324341
585,31,564.0,229.0,854.0,523.0,0,0.7563998699188232
586,31,559.0,231.0,852.0,524.0,0,0.7352473139762878
587,31,557.0,238.0,854.0,538.0,0,0.7672886252403259
605,33,290.0,394.0,520.0,557.0,0,0.6639745235443115
606,33,288.0,364.0,528.0,537.0,0,0.7017502784729004
607,33,289.0,350.0,522.0,518.0,0,0.6979056596755981
608,33,286.0,323.0,515.0,487.0,0,0.7013012170791626
609,33,281.0,289.0,519.0,462.0,0,0.5681071877479553
610,33,278.6666666666667,268.6666666666667,514.0,438.6666666666667,0,0
611,33,276.3333333333333,248.33333333333334,509.0,415.3333333333333,0,0
612,33,274.0,228.0,504.0,392.0,0,0.71187824010849
613,33,272.0,210.0,496.0,372.0,0,0.695079505443573
614,33,271.0,196.0,494.0,357.0,0,0.6298593282699585
615,33,267.0,184.0,493.0,349.0,0,0.6920742392539978
616,33,264.0,178.0,495.0,349.0,0,0.7120163440704346
619,34,517.0,418.0,898.0,906.0,0,0.6682208180427551
620,34,558.0,479.0,922.0,982.0,0,0.7811297178268433
621,34,639.0,554.0,960.0,1012.0,0,0.2687113285064697
668,37,185.0,621.0,333.0,814.0,0,0.4750196635723114
679,38,598.0,331.0,741.0,546.0,0,0.7089556455612183
680,38,627.0,345.0,786.0,554.0,0,0.6958529949188232
710,40,1165.0,315.0,1661.0,998.0,0,0.5951606035232544
711,40,1139.0,258.6666666666667,1662.0,996.6666666666666,0,0
712,40,1113.0,202.33333333333331,1663.0,995.3333333333334,0,0
713,40,1087.0,146.0,1664.0,994.0,0,0.4116166830062866
800,44,881.0,259.0,1187.0,901.0,0,0.6334262490272522
801,44,891.0,261.0,1193.0,899.0,0,0.6433321237564087
802,44,899.0,261.0,1197.0,892.0,0,0.657439649105072
803,44,906.0,265.0,1203.0,896.0,0,0.5657303929328918
804,44,912.0,274.0,1218.0,935.0,0,0.6094897985458374
805,44,925.0,268.0,1228.0,916.0,0,0.6322449445724487
806,44,940.0,266.0,1238.0,900.0,0,0.6831409931182861
807,44,957.0,267.0,1250.0,893.0,0,0.6839731931686401
808,44,969.0,270.0,1261.0,896.0,0,0.6147040724754333
809,44,977.0,278.0,1277.0,934.0,0,0.6517062783241272
810,44,988.0,269.0,1289.0,924.0,0,0.6677170991897583
811,44,996.0,261.0,1297.0,905.0,0,0.6935919523239136
812,44,1001.0,260.0,1307.0,903.0,0,0.6819905638694763
813,44,1006.0,260.0,1313.0,902.0,0,0.6941421627998352
814,44,1008.0,267.0,1319.0,941.0,0,0.5176084041595459
815,44,999.6666666666666,255.0,1291.6666666666667,905.3333333333334,0,0
816,44,991.3333333333334,243.0,1264.3333333333333,869.6666666666666,0,0
817,44,983.0,231.0,1237.0,834.0,0,0.4835064709186554
818,44,987.0,235.0,1223.0,819.0,0,0.4223620295524597
819,44,991.0,237.0,1213.0,813.0,0,0.34707579016685486
820,44,991.1666666666666,239.66666666666666,1208.8333333333333,816.6666666666666,0,0
821,44,991.3333333333334,242.33333333333334,1204.6666666666667,820.3333333333334,0,0
822,44,991.5,245.0,1200.5,824.0,0,0
823,44,991.6666666666666,247.66666666666666,1196.3333333333333,827.6666666666666,0,0
824,44,991.8333333333334,250.33333333333334,1192.1666666666667,831.3333333333334,0,0
825,44,992.0,253.0,1188.0,835.0,0,0.3622162640094757
826,44,994.0,256.0,1190.0,848.0,0,0.3145419657230377
827,44,996.0,254.0,1191.0,851.0,0,0.32037073373794556
828,44,1003.2,253.2,1197.0,847.6,0,0
829,44,1010.4,252.4,1203.0,844.2,0,0
830,44,1017.6,251.6,1209.0,840.8,0,0
831,44,1024.8,250.8,1215.0,837.4,0,0
832,44,1032.0,250.0,1221.0,834.0,0,0.36482879519462585
833,44,1037.0,248.0,1226.0,835.0,0,0.3493299186229706
834,44,1042.0,244.0,1231.0,834.0,0,0.399594247341156
835,44,1046.0,244.0,1235.0,838.0,0,0.3875599503517151
836,44,1054.0,237.0,1242.0,833.0,0,0.4728715121746063
837,44,1060.0,230.0,1248.0,829.0,0,0.40348362922668457
838,44,1070.0,228.0,1259.0,829.0,0,0.42244458198547363
839,44,1088.0,230.0,1278.0,833.0,0,0.5076092481613159
840,44,1101.0,231.0,1293.0,834.0,0,0.46054551005363464
841,44,1114.0,233.0,1305.0,837.0,0,0.4820464551448822
842,44,1126.0,233.0,1316.0,840.0,0,0.4785507619380951
843,44,1133.0,235.0,1324.0,846.0,0,0.3866157829761505
844,44,1143.0,235.0,1330.0,850.0,0,0.39955928921699524
845,44,1154.0,238.0,1332.0,855.0,0,0.3028146028518677
846,44,1165.0,234.0,1337.0,847.0,0,0.27750739455223083
847,44,1180.5,233.25,1352.25,843.75,0,0
848,44,1196.0,232.5,1367.5,840.5,0,0
849,44,1211.5,231.75,1382.75,837.25,0,0
850,44,1227.0,231.0,1398.0,834.0,0,0.4474894106388092
851,44,1229.0,235.0,1396.0,840.0,0,0.3453497290611267
852,44,1236.0,236.0,1398.0,841.0,0,0.28969606757164
848,45,958.0,322.0,1154.0,710.0,0,0.31612852215766907
